Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),Order_Pickup_Time,Delivery_Distance (m),Ordered_month,Ordered_year,Ordered_time (mins),Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam ,Road_traffic_density_Low ,Road_traffic_density_Medium ,Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_Yes ,City_Semi-Urban ,City_Urban 
25.0,5.0,1.0,0.0,27,5.0,9313.017158714829,3,2022,1100,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
27.0,4.5,2.0,1.0,29,15.0,6147.106622705506,3,2022,935,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
32.0,4.1,0.0,1.0,33,15.0,10867.300462045834,3,2022,1095,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,4.7,1.0,1.0,19,5.0,6209.259882041872,3,2022,1015,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
39.0,4.4,0.0,1.0,33,5.0,20180.85916835158,3,2022,1090,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
20.0,4.8,1.0,1.0,28,5.0,9435.201537430714,3,2022,1155,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
29.0,4.6,1.0,1.0,29,15.0,4494.291162003505,2,2022,1230,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
26.0,4.9,2.0,1.0,18,5.0,20851.72635753384,3,2022,1375,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
25.0,5.0,1.0,1.0,14,5.0,1560.5734793807476,2,2022,655,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
34.0,4.7,1.0,1.0,30,15.0,6210.589610314177,4,2022,960,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
31.0,4.9,0.0,0.0,28,15.0,6175.28357530834,2,2022,890,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
24.0,4.7,0.0,1.0,39,5.0,20442.92976252901,3,2022,1220,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
30.0,4.9,2.0,0.0,30,15.0,13830.084721845327,4,2022,1140,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
36.0,4.8,0.0,1.0,36,5.0,19373.74583495492,3,2022,1095,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26.0,4.7,0.0,1.0,43,5.0,20851.557402660557,3,2022,1175,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
20.0,4.8,2.0,1.0,25,15.0,4717.601092054723,2,2022,1080,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
33.0,4.7,2.0,1.0,15,15.0,7762.60023979039,3,2022,1090,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34.0,4.0,0.0,2.0,39,5.0,13766.85500858734,3,2022,1270,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
36.0,4.6,0.0,1.0,20,10.0,12293.677673573286,4,2022,1420,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
33.0,4.6,1.0,1.0,15,10.0,2984.6372692856608,2,2022,660,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,4.8,1.0,1.0,16,15.0,16788.27586251448,2,2022,1365,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
38.0,4.7,2.0,1.0,19,15.0,1532.022774064172,3,2022,660,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
27.0,4.9,2.0,0.0,20,15.0,12421.407858787803,3,2022,1405,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
32.0,4.8,2.0,1.0,25,10.0,10444.776155165919,2,2022,1260,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
26.0,4.8,0.0,1.0,43,10.0,12420.750050313669,3,2022,1170,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
29.0,4.5,0.0,0.0,15,10.0,19659.373527443684,3,2022,1375,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
31.0,4.5,0.0,0.0,29,15.0,12464.18980459368,4,2022,1225,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
28.0,4.6,2.0,0.0,14,15.0,6146.243658393431,3,2022,755,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
21.0,4.8,1.0,1.0,11,5.0,8929.08688893574,2,2022,1135,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
30.0,4.9,1.0,1.0,29,10.0,12580.267822400963,3,2022,1425,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
29.0,4.7,2.0,1.0,11,5.0,5992.096714696517,2,2022,925,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
20.0,4.8,1.0,0.0,14,10.0,1529.7232853100245,3,2022,690,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
28.0,5.0,0.0,0.0,15,10.0,13735.94217639692,2,2022,1355,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
25.0,4.7,0.0,1.0,16,10.0,10705.559922396555,3,2022,1415,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
38.0,4.8,1.0,1.0,20,5.0,3104.8037532854496,3,2022,625,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
39.0,4.9,1.0,1.0,26,10.0,4610.07305379919,3,2022,1340,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
26.0,4.9,1.0,0.0,26,5.0,9122.100805601145,3,2022,1035,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
33.0,4.4,1.0,0.0,43,15.0,10906.036622245483,3,2022,1290,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
24.0,4.6,0.0,1.0,25,10.0,9088.01379933047,3,2022,1120,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
24.0,4.9,0.0,1.0,28,10.0,6232.303380306801,3,2022,910,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33.0,4.5,2.0,0.0,17,15.0,13611.566722125084,3,2022,1370,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,4.2,1.0,1.0,44,10.0,13611.428630407849,3,2022,1170,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
27.0,4.2,0.0,1.0,33,5.0,13763.896210757977,4,2022,1230,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
29.0,4.5,0.0,0.0,15,5.0,4657.5915949523005,4,2022,1125,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
34.0,4.7,1.0,1.0,27,10.0,19343.48721744278,2,2022,1390,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20.0,4.7,2.0,1.0,25,15.0,2984.5125598688364,2,2022,670,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29.0,4.8,1.0,1.0,18,5.0,6058.876303739157,4,2022,830,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
22.0,4.9,2.0,0.0,21,5.0,9088.08409216426,4,2022,1120,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
35.0,4.9,0.0,2.0,53,15.0,10417.065790358709,2,2022,1275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32.0,4.4,0.0,3.0,42,10.0,17164.833902684473,2,2022,1305,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
28.0,4.9,2.0,1.0,20,15.0,16113.87241182587,2,2022,1280,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
30.0,4.7,1.0,0.0,29,10.0,20253.68633951746,3,2022,1365,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22.0,4.7,2.0,0.0,15,10.0,17076.258901183188,4,2022,1210,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
36.0,4.7,0.0,1.0,30,15.0,7790.36212453358,3,2022,1100,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,4.8,0.0,1.0,28,5.0,19762.189817859253,3,2022,1240,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
29.0,4.5,2.0,1.0,15,10.0,19839.5614419349,2,2022,1350,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
34.0,4.9,0.0,3.0,50,15.0,17075.594401072958,3,2022,1310,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1
38.0,4.1,0.0,1.0,41,5.0,1552.7001159059903,3,2022,710,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
35.0,5.0,0.0,1.0,37,10.0,11007.734763744616,3,2022,1045,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
38.0,4.7,2.0,1.0,28,15.0,9435.201537430714,3,2022,1315,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
32.0,4.3,1.0,2.0,35,15.0,10280.572823486576,2,2022,1120,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
20.0,4.5,2.0,1.0,27,10.0,10867.300462045834,3,2022,1225,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
25.0,4.9,0.0,2.0,43,5.0,12417.687564200063,3,2022,1305,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32.0,4.7,2.0,1.0,31,15.0,6047919.477618646,2,2022,1255,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39.0,4.1,1.0,2.0,39,5.0,20442.92976252901,2,2022,1295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
31.0,4.4,0.0,1.0,47,5.0,16660.108123693193,3,2022,1275,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
37.0,4.5,0.0,1.0,26,5.0,7601.385733164932,3,2022,1410,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
36.0,4.9,2.0,1.0,31,15.0,13183.763612802813,2,2022,1035,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.0,3.8,1.0,1.0,42,10.0,20856.833724898494,4,2022,1245,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
37.0,4.4,0.0,1.0,39,10.0,11904.86548713048,2,2022,1320,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
35.0,4.9,2.0,0.0,18,5.0,4469.362226704516,3,2022,1115,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22.0,4.8,1.0,1.0,22,15.0,13406.355455305591,3,2022,1240,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
28.0,4.8,0.0,1.0,23,15.0,3073.644027723396,3,2022,505,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
39.0,4.0,0.0,0.0,48,10.0,20206.58151050797,3,2022,1065,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
29.0,4.5,1.0,0.0,13,15.0,12419.724873245403,3,2022,1345,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
39.0,4.6,2.0,1.0,32,10.0,3104.8037105184194,3,2022,690,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25.0,4.9,2.0,0.0,16,5.0,20206.316416481972,3,2022,1305,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34.0,5.0,2.0,0.0,19,5.0,4674.151774555043,3,2022,1045,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
22.0,4.8,1.0,1.0,18,5.0,3105.3699758611547,3,2022,580,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
27.0,5.0,0.0,1.0,27,10.0,10444.390862228434,2,2022,1255,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
28.0,4.5,0.0,1.0,25,10.0,10710.903359654201,3,2022,1030,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
32.0,5.0,2.0,1.0,31,15.0,4674.393132741051,3,2022,1105,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
27.0,4.6,0.0,0.0,20,5.0,10756.69787910262,3,2022,1075,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
35.0,3.9,1.0,2.0,38,15.0,12236.56153955492,3,2022,1195,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
22.0,4.6,1.0,1.0,19,5.0,4663.658229921789,3,2022,1380,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
35.0,4.7,2.0,1.0,17,10.0,4717.601092054723,2,2022,1275,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
30.0,4.6,0.0,0.0,24,15.0,1514.8048951935007,3,2022,640,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
39.0,4.8,2.0,1.0,26,5.0,3108.9883297657852,3,2022,680,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
33.0,4.8,2.0,1.0,28,10.0,9219.905581616991,4,2022,1080,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
20.0,4.7,2.0,1.0,16,5.0,12256.68734259227,3,2022,1030,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
20.0,4.7,2.0,0.0,17,10.0,4717.601092054723,3,2022,1105,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34.0,4.2,0.0,0.0,24,5.0,9326.940869812142,3,2022,1390,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1
37.0,4.3,2.0,1.0,34,10.0,2980.249384918756,3,2022,715,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
20.0,4.8,1.0,1.0,16,15.0,1530.2594894332385,3,2022,570,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
33.0,4.9,1.0,1.0,26,10.0,7601.614738321588,4,2022,1360,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
21.0,5.0,1.0,1.0,25,5.0,19660.943947619933,4,2022,1030,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
33.0,4.6,0.0,2.0,49,15.0,10602.417764362079,3,2022,1030,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
24.0,4.6,2.0,0.0,24,10.0,12419.60204102968,3,2022,1110,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
36.0,4.7,2.0,2.0,32,10.0,3145.067434621583,3,2022,710,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30.0,4.6,0.0,1.0,26,10.0,4588.898780683796,3,2022,1140,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
32.0,4.9,1.0,1.0,24,15.0,13829.931792649826,3,2022,1435,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
28.0,4.6,2.0,0.0,16,5.0,19975.808791439344,3,2022,1185,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
21.0,4.7,2.0,1.0,27,10.0,19373.74583495492,4,2022,1230,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
39.0,4.9,0.0,1.0,25,5.0,3052.706857073023,2,2022,670,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32.0,4.7,0.0,0.0,26,10.0,3104.8037105184194,3,2022,540,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
20.0,4.5,1.0,1.0,25,5.0,9178.605957040862,3,2022,1170,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
36.0,5.0,2.0,1.0,15,5.0,1490.1538808207615,3,2022,500,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
28.0,4.8,1.0,1.0,18,5.0,3105.3645449072988,3,2022,660,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
32.0,4.5,0.0,1.0,30,5.0,7661.250453808297,3,2022,1230,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39.0,4.4,1.0,1.0,46,15.0,17076.258901183188,4,2022,1185,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
30.0,4.7,0.0,1.0,24,5.0,16721.43013885536,3,2022,1345,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
32.0,4.4,0.0,1.0,37,5.0,6128.41937845769,3,2022,960,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
23.0,4.6,0.0,1.0,27,5.0,13610.877575672199,3,2022,1290,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
31.0,4.2,2.0,1.0,32,10.0,9074.34222926449,3,2022,1045,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
37.0,4.6,2.0,1.0,28,15.0,3058.950642133055,3,2022,705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.0,4.5,0.0,1.0,29,5.0,7601.8702825474775,3,2022,1215,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
28.0,4.5,0.0,1.0,27,10.0,1489.9271643865588,3,2022,625,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,4.9,1.0,0.0,11,5.0,1554.5816630911854,3,2022,505,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
20.0,4.7,1.0,1.0,13,5.0,9219.708856174128,3,2022,1035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
34.0,4.8,1.0,1.0,27,5.0,19618.968653878263,3,2022,1365,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
38.0,4.8,1.0,1.0,25,5.0,6209.259882041872,3,2022,755,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
32.0,4.5,2.0,1.0,27,5.0,6036.244196933988,4,2022,740,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,4.9,2.0,1.0,26,10.0,16853.347148215085,3,2022,1375,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
33.0,3.9,2.0,1.0,32,5.0,13612.594236925657,3,2022,1045,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
34.0,4.5,1.0,1.0,25,10.0,3025.144329113595,3,2022,635,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32.0,4.6,2.0,1.0,32,15.0,4717.601092054723,3,2022,1305,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
34.0,4.7,0.0,1.0,29,15.0,7772.523200443429,3,2022,1190,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
26.0,4.6,1.0,0.0,32,5.0,10641.436955070953,3,2022,1170,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31.0,4.0,0.0,1.0,35,10.0,12420.69253996503,3,2022,1425,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
39.0,4.8,0.0,1.0,27,15.0,6081.185877714606,3,2022,890,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
27.0,4.8,1.0,0.0,15,10.0,1572.533729286321,2,2022,490,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
32.0,5.0,2.0,1.0,27,15.0,7683.355299930933,3,2022,1315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
32.0,4.5,0.0,1.0,30,5.0,7568.033295671673,2,2022,1030,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
39.0,4.1,0.0,1.0,32,10.0,10564.540523828973,3,2022,1120,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
36.0,4.8,2.0,0.0,25,5.0,1532.3350156090414,3,2022,615,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
37.0,4.1,0.0,1.0,38,15.0,4657.13301884333,3,2022,1065,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
37.0,4.8,1.0,1.0,26,5.0,9054.052950169496,3,2022,1260,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
38.0,3.7,1.0,1.0,31,10.0,16853.347148215085,3,2022,1230,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
28.0,4.7,2.0,1.0,28,15.0,3018.2264849996013,3,2022,700,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
34.0,3.8,1.0,0.0,31,15.0,16852.11869078063,3,2022,1120,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
32.0,4.9,1.0,1.0,29,10.0,17074.904296042027,3,2022,1395,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,4.7,1.0,0.0,17,5.0,8937.527873529229,3,2022,1415,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
31.0,4.0,0.0,3.0,45,10.0,13620.35716302936,2,2022,1065,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
27.0,4.0,0.0,1.0,34,15.0,12434.585525064866,3,2022,1140,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
29.0,4.9,1.0,0.0,24,10.0,17137.487720369518,3,2022,1175,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
38.0,4.8,0.0,3.0,44,15.0,9348.325936764453,3,2022,1300,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
35.0,4.8,2.0,2.0,36,15.0,7601.874226722029,4,2022,1250,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
31.0,4.9,0.0,0.0,28,5.0,4657.654937060173,4,2022,1230,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
30.0,4.3,1.0,2.0,37,5.0,13970.007989574005,3,2022,1115,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
24.0,4.9,1.0,0.0,10,5.0,9435.201537430714,4,2022,1080,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
33.0,4.8,2.0,0.0,23,15.0,13830.053479838845,3,2022,1395,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
29.0,4.6,0.0,0.0,22,15.0,10278.596687703995,2,2022,1420,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
38.0,4.6,2.0,1.0,26,10.0,6117.761953594232,3,2022,765,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
26.0,4.9,0.0,1.0,34,5.0,9056.095962462345,3,2022,1215,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
39.0,4.8,2.0,0.0,26,15.0,6290.13467763468,3,2022,955,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34.0,4.2,0.0,1.0,28,10.0,9193.093962702913,3,2022,1370,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
26.0,4.7,2.0,0.0,14,10.0,8942.954308598226,3,2022,1365,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
35.0,4.7,2.0,1.0,17,5.0,6050.5511524628755,3,2022,910,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
36.0,4.2,0.0,1.0,37,5.0,4657.579589646204,4,2022,1110,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
24.0,2.6,1.0,1.0,42,15.0,16660.108123693193,4,2022,1355,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
33.0,4.3,1.0,1.0,34,10.0,16826.241648658117,4,2022,1040,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
26.0,4.6,1.0,1.0,25,15.0,16787.888950840177,2,2022,1115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
32.0,5.0,1.0,1.0,30,15.0,17074.256778794595,3,2022,1160,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
37.0,4.9,0.0,2.0,48,15.0,13403.654333869841,3,2022,1150,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26.0,4.9,2.0,1.0,18,5.0,20285.402098849678,2,2022,1435,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
31.0,4.8,1.0,0.0,28,5.0,20253.518127453113,3,2022,1390,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
37.0,4.6,1.0,1.0,26,5.0,13970.7596607468,3,2022,1065,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
26.0,4.7,2.0,0.0,16,15.0,16827.472773146095,3,2022,1315,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
37.0,4.8,0.0,0.0,25,5.0,4537.5713501807095,3,2022,1250,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
22.0,4.6,2.0,0.0,22,10.0,20442.92976252901,4,2022,1235,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
21.0,4.4,0.0,0.0,15,15.0,4560.926278066122,4,2022,1345,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
22.0,4.0,0.0,1.0,28,10.0,1552.4082366562466,3,2022,585,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
38.0,4.5,1.0,1.0,20,5.0,1552.4171512659316,3,2022,620,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
28.0,4.0,0.0,1.0,32,15.0,6208.681984039767,3,2022,810,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,4.7,1.0,0.0,17,5.0,20442.92976252901,4,2022,1210,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
31.0,4.9,1.0,1.0,38,15.0,6058.919182290142,3,2022,735,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24.0,4.8,2.0,0.0,14,10.0,3040.5702571576676,3,2022,525,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
33.0,4.8,1.0,1.0,26,15.0,6290.13467763468,3,2022,935,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
26.0,4.9,0.0,1.0,30,5.0,13788.957415778517,4,2022,1175,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20.0,4.7,1.0,1.0,29,15.0,7790.401204068507,3,2022,1150,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
29.0,4.8,1.0,0.0,12,5.0,19762.382255532906,4,2022,1370,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
32.0,4.0,0.0,3.0,49,5.0,10867.36612025203,3,2022,1125,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
20.0,4.9,0.0,1.0,42,10.0,16659.917302375397,3,2022,1045,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
26.0,5.0,2.0,1.0,24,15.0,10867.138302160432,3,2022,1140,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
38.0,4.8,2.0,1.0,46,10.0,16721.15728076054,3,2022,1200,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34.0,4.6,2.0,1.0,27,5.0,6176.576611953425,2,2022,830,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27.0,4.5,1.0,0.0,13,5.0,2979.500008381943,4,2022,490,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
29.0,5.0,1.0,1.0,25,15.0,10593.374354489852,2,2022,1255,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
24.0,4.9,2.0,1.0,24,15.0,19761.066328271252,4,2022,1160,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
21.0,4.9,1.0,0.0,12,15.0,1512.58476857938,3,2022,510,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
33.0,4.4,0.0,1.0,24,15.0,1465.1858110914632,2,2022,565,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
35.0,4.7,1.0,1.0,29,10.0,9055.898607912091,3,2022,1290,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
35.0,4.7,2.0,1.0,18,5.0,12464.18980459368,3,2022,1395,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
29.0,4.8,1.0,1.0,23,10.0,10707.345040408096,4,2022,1425,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
21.0,4.9,0.0,1.0,19,5.0,12256.076445468296,3,2022,1410,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
29.0,4.6,0.0,1.0,29,5.0,17078.934089494953,4,2022,1305,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
