Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,Time_taken(min),Delivery_Distance (m),Ordered_time (mins)
22.0,4.7,Windy,Low ,1.0,0.0,No ,17,8937.527873529229,1415
31.0,4.0,Windy,Medium ,0.0,3.0,Yes ,45,13620.35716302936,1065
27.0,4.0,Sandstorms,Medium ,0.0,1.0,No ,34,12434.585525064866,1140
29.0,4.9,Windy,Jam ,1.0,0.0,No ,24,17137.487720369518,1175
38.0,4.8,Sandstorms,Jam ,0.0,3.0,No ,44,9348.325936764453,1300
35.0,4.8,Cloudy,Jam ,2.0,2.0,No ,36,7601.874226722029,1250
31.0,4.9,Sunny,Jam ,0.0,0.0,No ,28,4657.654937060173,1230
30.0,4.3,Windy,Medium ,1.0,2.0,No ,37,13970.007989574005,1115
24.0,4.9,Fog,Medium ,1.0,0.0,No ,10,9435.201537430714,1080
33.0,4.8,Stormy,Low ,2.0,0.0,No ,23,13830.053479838845,1395
29.0,4.6,Sandstorms,Low ,0.0,0.0,No ,22,10278.596687703995,1420
38.0,4.6,Stormy,High ,2.0,1.0,No ,26,6117.761953594232,765
26.0,4.9,Sandstorms,Jam ,0.0,1.0,No ,34,9056.095962462345,1215
39.0,4.8,Sandstorms,Medium ,2.0,0.0,No ,26,6290.13467763468,955
34.0,4.2,Stormy,Low ,0.0,1.0,No ,28,9193.093962702913,1370
26.0,4.7,Windy,Low ,2.0,0.0,No ,14,8942.954308598226,1365
35.0,4.7,Cloudy,Medium ,2.0,1.0,No ,17,6050.5511524628755,910
36.0,4.2,Sandstorms,Medium ,0.0,1.0,No ,37,4657.579589646204,1110
24.0,2.6,Sunny,Low ,1.0,1.0,Yes ,42,16660.108123693193,1355
33.0,4.3,Cloudy,Medium ,1.0,1.0,No ,34,16826.241648658117,1040
26.0,4.6,Windy,Medium ,1.0,1.0,No ,25,16787.888950840177,1115
32.0,5.0,Windy,Jam ,1.0,1.0,No ,30,17074.256778794595,1160
37.0,4.9,Fog,Jam ,0.0,2.0,No ,48,13403.654333869841,1150
26.0,4.9,Stormy,Low ,2.0,1.0,No ,18,20285.402098849678,1435
31.0,4.8,Stormy,Low ,1.0,0.0,No ,28,20253.518127453113,1390
37.0,4.6,Stormy,Medium ,1.0,1.0,No ,26,13970.7596607468,1065
26.0,4.7,Sunny,Jam ,2.0,0.0,No ,16,16827.472773146095,1315
37.0,4.8,Cloudy,Jam ,0.0,0.0,No ,25,4537.5713501807095,1250
22.0,4.6,Sunny,Jam ,2.0,0.0,No ,22,20442.92976252901,1235
21.0,4.4,Windy,Low ,0.0,0.0,No ,15,4560.926278066122,1345
22.0,4.0,Sandstorms,Low ,0.0,1.0,No ,28,1552.4082366562466,585
38.0,4.5,Windy,Low ,1.0,1.0,No ,20,1552.4171512659316,620
28.0,4.0,Stormy,High ,0.0,1.0,No ,32,6208.681984039767,810
29.0,4.7,Sandstorms,Jam ,1.0,0.0,No ,17,20442.92976252901,1210
31.0,4.9,Cloudy,High ,1.0,1.0,No ,38,6058.919182290142,735
24.0,4.8,Cloudy,Low ,2.0,0.0,No ,14,3040.5702571576676,525
33.0,4.8,Windy,Medium ,1.0,1.0,No ,26,6290.13467763468,935
26.0,4.9,Sandstorms,Jam ,0.0,1.0,No ,30,13788.957415778517,1175
20.0,4.7,Cloudy,Jam ,1.0,1.0,No ,29,7790.401204068507,1150
29.0,4.8,Windy,Low ,1.0,0.0,No ,12,19762.382255532906,1370
32.0,4.0,Windy,Medium ,0.0,3.0,Yes ,49,10867.36612025203,1125
20.0,4.9,Fog,Medium ,0.0,1.0,No ,42,16659.917302375397,1045
26.0,5.0,Sandstorms,Medium ,2.0,1.0,No ,24,10867.138302160432,1140
38.0,4.8,Cloudy,Jam ,2.0,1.0,No ,46,16721.15728076054,1200
34.0,4.6,Sandstorms,High ,2.0,1.0,No ,27,6176.576611953425,830
27.0,4.5,Stormy,Low ,1.0,0.0,No ,13,2979.500008381943,490
29.0,5.0,Windy,Jam ,1.0,1.0,No ,25,10593.374354489852,1255
24.0,4.9,Windy,Jam ,2.0,1.0,No ,24,19761.066328271252,1160
21.0,4.9,Cloudy,Low ,1.0,0.0,No ,12,1512.58476857938,510
33.0,4.4,Windy,Low ,0.0,1.0,No ,24,1465.1858110914632,565
35.0,4.7,Sandstorms,Jam ,1.0,1.0,No ,29,9055.898607912091,1290
35.0,4.7,Stormy,Low ,2.0,1.0,No ,18,12464.18980459368,1395
29.0,4.8,Cloudy,Low ,1.0,1.0,No ,23,10707.345040408096,1425
21.0,4.9,Windy,Low ,0.0,1.0,No ,19,12256.076445468296,1410
29.0,4.6,Windy,Jam ,0.0,1.0,No ,29,17078.934089494953,1305
22.0,4.7,Sunny,Jam ,0.0,0.0,No ,24,13973.206773137714,1215
24.0,4.4,Cloudy,Jam ,2.0,0.0,No ,40,11904.94293616778,1245
23.0,4.9,Stormy,High ,2.0,0.0,No ,22,1554.4659606035225,695
33.0,4.1,Sandstorms,Medium ,0.0,1.0,No ,43,12464.528059716373,1100
35.0,4.6,Windy,Medium ,2.0,1.0,No ,26,16902.495928547447,1095
21.0,4.7,Windy,Medium ,1.0,0.0,No ,27,4674.3187604894865,1035
39.0,4.4,Fog,Low ,0.0,2.0,No ,35,13969.60642768458,1335
34.0,4.8,Windy,Low ,2.0,1.0,No ,27,7761.160094160205,1365
29.0,4.9,Cloudy,High ,0.0,1.0,No ,27,6081.389116676368,730
20.0,4.7,Fog,Low ,1.0,0.0,No ,17,3059.7099613184355,525
20.0,4.8,Sandstorms,Low ,0.0,0.0,No ,17,11007.734763744616,1355
30.0,4.7,Sunny,Low ,1.0,0.0,No ,15,9054.052950169496,1425
37.0,4.7,Fog,Jam ,2.0,1.0,No ,39,19087.110814122534,1280
26.0,5.0,Sunny,Medium ,0.0,1.0,No ,18,16903.843893839563,1045
32.0,4.9,Cloudy,Medium ,0.0,3.0,Yes ,48,12580.267822400963,1070
21.0,4.7,Fog,Low ,2.0,0.0,No ,28,13787.860239172547,1425
35.0,4.8,Sandstorms,Low ,2.0,0.0,No ,29,3105.1337352347523,600
39.0,4.6,Sandstorms,Medium ,2.0,0.0,No ,32,4527.261449200724,1115
39.0,5.0,Cloudy,Low ,0.0,1.0,No ,41,20183.799025948785,1390
27.0,4.9,Cloudy,Jam ,0.0,2.0,No ,39,10924.204662087239,1260
33.0,4.8,Fog,Medium ,2.0,0.0,No ,16,4656.945385949461,1115
33.0,4.8,Fog,Jam ,0.0,3.0,No ,48,19976.712110350487,1275
37.0,4.7,Cloudy,Medium ,1.0,0.0,No ,40,10868.263117988388,1040
20.0,4.6,Stormy,Low ,1.0,0.0,No ,11,3116.253656338934,500
20.0,4.6,Sunny,Jam ,2.0,1.0,No ,19,12580.267822400963,1320
31.0,4.2,Cloudy,Jam ,1.0,1.0,No ,35,10724.879289478304,1260
27.0,4.6,Sunny,High ,2.0,0.0,No ,16,3116.1417126181273,690
37.0,4.9,Fog,Medium ,1.0,0.0,No ,15,7573.467821949915,1045
34.0,4.4,Stormy,Jam ,2.0,1.0,No ,31,7762.944133594541,1305
25.0,4.7,Fog,Low ,1.0,0.0,No ,11,9348.114492434786,1360
37.0,4.7,Cloudy,Low ,0.0,1.0,No ,22,7631.511903978476,1360
27.0,5.0,Fog,High ,0.0,0.0,No ,24,6217.824017922212,900
36.0,4.7,Cloudy,Low ,2.0,0.0,No ,16,3073.6184684147856,625
20.0,4.9,Cloudy,High ,1.0,1.0,No ,31,1572.533729286321,705
28.0,4.7,Fog,Jam ,1.0,1.0,No ,31,10906.379593113723,1275
36.0,4.0,Windy,Low ,0.0,0.0,No ,33,3145.067434621583,625
20.0,4.7,Stormy,Low ,2.0,1.0,No ,16,7761.839422154042,1415
22.0,4.7,Windy,Low ,0.0,1.0,No ,16,16853.61872985359,1400
34.0,4.8,Cloudy,Low ,2.0,1.0,No ,18,1520.2925485985418,525
25.0,4.8,Windy,Medium ,1.0,0.0,No ,26,16660.108123693193,1105
38.0,5.0,Sandstorms,Jam ,1.0,1.0,No ,34,7631.520637738294,1280
34.0,3.5,Windy,Medium ,2.0,1.0,No ,32,11917.680464391146,1055
24.0,4.9,Windy,Jam ,1.0,0.0,No ,22,16659.979129063024,1170
33.0,4.6,Windy,Jam ,0.0,2.0,Yes ,50,13583.08621493501,1275
21.0,4.6,Stormy,High ,1.0,1.0,No ,16,3027.0968572420225,715
25.0,4.6,Stormy,Medium ,0.0,0.0,No ,23,9081.116432461175,1060
23.0,4.9,Windy,High ,0.0,1.0,No ,19,6058.8489445304,880
34.0,4.9,Stormy,Low ,1.0,1.0,No ,25,7325.299567377126,1360
25.0,4.7,Fog,Medium ,2.0,1.0,No ,37,10757.050667280428,1130
28.0,4.9,Sandstorms,Low ,2.0,0.0,No ,10,13481.328211108043,1335
34.0,3.7,Stormy,Jam ,1.0,1.0,No ,34,16852.08641567295,1290
24.0,4.5,Stormy,Low ,1.0,1.0,No ,14,16381.598593369365,1410
38.0,4.6,Sandstorms,Jam ,1.0,1.0,No ,30,9176.24749258827,1210
32.0,4.8,Sunny,Medium ,1.0,0.0,No ,17,13216.577965789573,1050
28.0,5.0,Sandstorms,Medium ,0.0,0.0,No ,29,13735.953712154569,1080
29.0,4.5,Fog,Medium ,0.0,1.0,No ,37,13406.000552536867,1140
28.0,4.8,Sandstorms,Jam ,2.0,0.0,No ,23,20177.74245119436,1190
39.0,4.8,Windy,Jam ,1.0,1.0,No ,30,7771.834302405086,1310
39.0,4.8,Windy,Jam ,1.0,1.0,No ,29,11007.734763744616,1240
26.0,4.8,Windy,Low ,2.0,0.0,No ,14,3025.332706173566,590
33.0,4.8,Stormy,Low ,2.0,1.0,No ,28,4539.0682032486375,1395
37.0,4.9,Sandstorms,Jam ,1.0,0.0,No ,27,4494.246018081997,1230
24.0,4.6,Sandstorms,Low ,0.0,1.0,No ,16,14022.476786450992,1400
36.0,5.0,Sandstorms,Jam ,0.0,2.0,No ,43,12209.917964427528,1175
22.0,4.7,Fog,Medium ,0.0,3.0,No ,44,13631.282080461875,1065
21.0,4.6,Stormy,Medium ,0.0,1.0,No ,22,4610.613705052655,1135
33.0,4.7,Fog,Low ,2.0,1.0,No ,18,3105.131477545897,510
27.0,4.1,Stormy,Low ,0.0,0.0,No ,16,3018.8284633848216,620
30.0,4.2,Cloudy,Jam ,1.0,1.0,No ,46,10641.49094549441,1190
22.0,4.8,Sunny,Medium ,0.0,0.0,No ,26,12580.267822400963,1100
20.0,4.9,Stormy,Medium ,1.0,1.0,No ,17,10906.379593113723,1045
31.0,4.4,Sandstorms,Jam ,0.0,1.0,No ,44,10867.434750937748,1225
36.0,4.6,Fog,Medium ,2.0,1.0,No ,17,4561.267998364188,1140
39.0,4.9,Windy,Jam ,0.0,2.0,No ,43,11917.680464391146,1275
32.0,4.7,Fog,Low ,0.0,1.0,No ,41,16903.235903519842,1370
23.0,4.2,Windy,Medium ,0.0,0.0,No ,34,11007.734763744616,1120
30.0,3.8,Windy,Jam ,2.0,1.0,Yes ,40,12161.642370389038,1225
26.0,4.7,Windy,Low ,2.0,0.0,No ,16,3024.9963435107834,500
21.0,4.9,Stormy,High ,2.0,0.0,No ,13,1520.4319193295496,685
23.0,4.6,Stormy,Medium ,2.0,1.0,No ,29,4674.341511234465,1110
22.0,4.9,Sandstorms,High ,1.0,1.0,No ,24,3040.5372416448645,670
39.0,4.5,Cloudy,Medium ,2.0,1.0,No ,16,4561.152427256371,1105
32.0,4.1,Stormy,Jam ,1.0,1.0,No ,34,7760.937776419092,1240
25.0,4.7,Stormy,Jam ,1.0,0.0,No ,20,16388.699354723067,1180
30.0,5.0,Fog,High ,1.0,1.0,No ,28,6081.440911759753,890
25.0,4.8,Fog,Medium ,2.0,0.0,No ,30,20182.482607604514,1065
26.0,4.7,Stormy,Low ,2.0,0.0,No ,14,14022.136830289477,1340
30.0,4.6,Windy,High ,2.0,1.0,No ,30,6232.1774036790175,865
31.0,4.3,Windy,Low ,0.0,1.0,No ,25,2976.59809337445,570
33.0,4.8,Sunny,Low ,1.0,0.0,No ,28,12100.079055614344,1415
20.0,5.0,Sunny,Low ,1.0,0.0,No ,17,9177.484636525243,1395
36.0,4.3,Windy,Jam ,1.0,1.0,No ,33,20206.34489518928,1185
20.0,4.9,Sandstorms,Medium ,0.0,1.0,No ,36,13789.707457540984,1035
38.0,4.1,Sandstorms,Jam ,2.0,2.0,No ,38,14152.80068944862,1215
37.0,4.7,Cloudy,Jam ,0.0,0.0,No ,25,9087.937068015972,1270
28.0,5.0,Fog,Jam ,2.0,2.0,No ,40,16384.894686767213,1195
39.0,3.5,Cloudy,Low ,2.0,0.0,No ,32,12419.724873245403,1335
31.0,4.0,Cloudy,Jam ,1.0,0.0,No ,42,12293.78731203682,1285
30.0,4.9,Sunny,Low ,0.0,1.0,No ,27,7683.177078354373,1430
27.0,4.9,Sandstorms,Jam ,2.0,1.0,No ,25,13621.549892287803,1285
30.0,4.9,Sandstorms,Low ,2.0,1.0,No ,24,7660.957436559021,1425
29.0,4.5,Cloudy,Jam ,2.0,1.0,No ,30,20183.799025948785,1255
35.0,4.5,Windy,Low ,0.0,1.0,No ,22,19343.48721744278,1365
34.0,4.9,Windy,High ,0.0,0.0,No ,31,3025.6560842059307,720
37.0,4.8,Stormy,Low ,2.0,1.0,No ,16,12463.861442061556,1345
34.0,4.9,Sunny,Jam ,0.0,1.0,No ,25,4469.223038792308,1220
31.0,4.9,Cloudy,Low ,1.0,0.0,No ,16,3145.067434621583,660
23.0,4.1,Fog,Jam ,2.0,1.0,No ,32,9220.147515419869,1255
29.0,4.7,Sunny,Medium ,0.0,1.0,No ,20,7562.950099273998,1100
20.0,4.9,Stormy,Low ,1.0,1.0,No ,11,3145.067434621583,490
26.0,4.1,Sandstorms,Low ,0.0,1.0,No ,21,9192.119121311745,1380
34.0,4.5,Cloudy,Jam ,0.0,2.0,Yes ,44,12580.267822400963,1175
34.0,4.9,Fog,Low ,1.0,1.0,No ,19,7631.520637738294,1395
21.0,4.7,Stormy,Jam ,2.0,1.0,No ,11,4595.940524023754,1150
35.0,4.6,Windy,Low ,0.0,1.0,No ,23,10906.47098486969,1400
20.0,4.7,Stormy,Low ,2.0,0.0,No ,12,16384.32435967758,1355
24.0,4.1,Cloudy,Jam ,2.0,1.0,No ,39,19884.318574978908,1235
25.0,4.5,Windy,High ,1.0,1.0,No ,16,6210.543032489625,865
22.0,4.8,Cloudy,Low ,2.0,1.0,No ,17,4589.96540303935,1350
38.0,4.7,Windy,Medium ,1.0,0.0,No ,24,13580.373876280879,1110
29.0,4.3,Cloudy,High ,1.0,1.0,No ,33,6210.6053640965965,745
24.0,4.8,Sandstorms,Medium ,1.0,1.0,No ,29,17078.934089494953,1135
36.0,4.8,Fog,Medium ,0.0,1.0,No ,42,20555.16646297175,1060
31.0,4.7,Windy,Low ,2.0,1.0,No ,28,7447.061074885405,1350
20.0,4.8,Fog,Jam ,1.0,1.0,No ,25,4663.344843093785,1220
25.0,4.6,Sunny,Medium ,1.0,0.0,No ,16,7550.4399317340585,1100
23.0,5.0,Sandstorms,Low ,1.0,1.0,No ,11,17078.665498349437,1435
39.0,4.7,Cloudy,Medium ,0.0,2.0,No ,34,7447.061074885405,1080
21.0,4.7,Cloudy,Medium ,0.0,0.0,No ,35,17097.896810816284,1130
32.0,4.7,Stormy,Medium ,2.0,1.0,No ,25,6050.486021641427,970
36.0,4.9,Sunny,Jam ,1.0,1.0,No ,15,19618.645096414926,1230
38.0,4.8,Cloudy,Jam ,1.0,3.0,No ,49,10906.324615073057,1225
34.0,4.3,Sandstorms,Medium ,0.0,1.0,No ,35,17077.999100718276,1095
23.0,2.5,Sunny,Low ,1.0,1.0,No ,34,16721.288103917213,1430
32.0,3.6,Stormy,Jam ,2.0,1.0,No ,39,20206.804295781905,1225
31.0,4.8,Fog,Low ,0.0,1.0,No ,26,1552.4082366562466,585
22.0,4.6,Sunny,Jam ,2.0,1.0,No ,11,12435.005114517457,1165
34.0,3.9,Cloudy,Low ,2.0,1.0,No ,33,12435.256015114375,1340
39.0,4.8,Cloudy,Jam ,0.0,1.0,No ,47,19617.824561450776,1295
21.0,5.0,Cloudy,Low ,1.0,0.0,No ,25,11923.472540743209,1390
34.0,3.9,Fog,Low ,2.0,1.0,No ,37,13830.709083522443,1390
28.0,4.9,Windy,Medium ,1.0,1.0,No ,15,12417.003842687147,1120
34.0,4.9,Windy,Low ,1.0,1.0,No ,20,1520.4696675466998,535
21.0,4.7,Sandstorms,Jam ,1.0,0.0,No ,29,20181.263916557233,1175
30.0,4.6,Fog,High ,2.0,1.0,No ,30,3025.061641856169,710
36.0,5.0,Fog,Low ,2.0,1.0,No ,16,9348.403522662325,1365
25.0,4.5,Cloudy,Low ,0.0,0.0,No ,24,1531.8406299867456,500
38.0,4.3,Sunny,Jam ,2.0,0.0,No ,31,17078.028601490023,1165
24.0,5.0,Sunny,High ,2.0,0.0,No ,12,6118.745338337485,820
31.0,4.0,Sandstorms,Medium ,0.0,0.0,No ,34,9435.201537430714,1070
31.0,4.7,Sunny,Medium ,2.0,1.0,No ,29,12116.895848186627,1120
27.0,4.6,Sunny,Jam ,2.0,0.0,No ,13,10756.96109186027,1170
23.0,4.8,Fog,Low ,1.0,1.0,No ,11,3105.091096509636,635
25.0,4.7,Sandstorms,Medium ,2.0,1.0,No ,23,20182.728114832917,1070
38.0,4.5,Windy,Low ,2.0,0.0,No ,24,1512.714085470432,495
32.0,4.8,Sunny,Medium ,0.0,0.0,No ,26,12463.883024166656,1030
22.0,4.3,Stormy,Jam ,0.0,1.0,No ,36,10429.850454296802,1190
35.0,4.9,Sandstorms,Jam ,2.0,1.0,No ,31,4544.194013501194,1230
35.0,4.1,Sandstorms,Medium ,0.0,1.0,No ,46,17098.38855662463,1040
34.0,4.8,Sunny,Medium ,1.0,0.0,No ,18,9435.201537430714,1120
22.0,3.5,Sunny,Low ,2.0,0.0,No ,33,10725.566076623074,1420
28.0,4.9,Stormy,Medium ,2.0,1.0,No ,24,7762.635434587253,1040
35.0,3.6,Fog,Low ,2.0,0.0,No ,34,10564.540523828973,1340
38.0,4.8,Fog,Low ,1.0,1.0,No ,17,9059.751696610585,0
31.0,5.0,Fog,Low ,0.0,1.0,No ,28,9177.484636525243,1375
26.0,5.0,Cloudy,Low ,1.0,1.0,No ,10,4494.166054627451,1330
36.0,4.4,Cloudy,Medium ,1.0,1.0,No ,31,17074.806111801863,1075
26.0,4.6,Stormy,Jam ,0.0,1.0,No ,32,4674.173521866282,1170
25.0,4.3,Cloudy,Medium ,2.0,0.0,No ,37,13405.918573024546,1110
25.0,5.0,Cloudy,High ,1.0,1.0,No ,32,1552.5569843004514,720
30.0,4.7,Sandstorms,Medium ,2.0,0.0,No ,24,12580.267822400963,1045
33.0,4.2,Cloudy,High ,2.0,1.0,No ,39,3104.691169539904,705
39.0,4.9,Stormy,Medium ,1.0,1.0,No ,26,12463.937409087932,1045
34.0,4.5,Sandstorms,Jam ,2.0,0.0,No ,28,4663.432201620595,1240
37.0,4.2,Windy,Low ,0.0,1.0,No ,30,4610.598033486228,1335
36.0,4.8,Cloudy,Low ,0.0,1.0,No ,20,4469.157679084988,1390
29.0,4.9,Fog,Jam ,0.0,2.0,No ,45,10724.517748046026,1180
30.0,4.4,Fog,Low ,2.0,1.0,No ,35,16720.605641529575,1330
32.0,5.0,Windy,Jam ,0.0,1.0,No ,43,10602.58238247256,1260
21.0,4.8,Stormy,Low ,1.0,1.0,No ,13,10724.879289478304,1355
24.0,4.2,Cloudy,Medium ,2.0,1.0,No ,35,20180.911382710005,1110
28.0,4.9,Sunny,Jam ,0.0,1.0,No ,25,12099.390766641623,1165
39.0,4.9,Stormy,Low ,0.0,1.0,No ,21,17297.86575291325,1355
21.0,5.0,Sandstorms,Low ,1.0,0.0,No ,11,12072.385194581402,1355
35.0,4.8,Windy,Medium ,2.0,1.0,No ,29,4579.067429409076,1030
25.0,4.5,Sandstorms,Low ,0.0,1.0,No ,20,12106.168623850315,1395
20.0,5.0,Sunny,Medium ,0.0,1.0,No ,22,10427.32189063304,1140
23.0,4.7,Cloudy,Jam ,2.0,1.0,No ,31,10881.199561003374,1250
28.0,4.7,Fog,Low ,1.0,1.0,No ,25,17097.52492719776,1415
31.0,4.8,Sunny,Jam ,1.0,1.0,No ,22,10565.155904264533,1315
28.0,4.5,Sunny,Medium ,2.0,1.0,No ,16,10427.29940099495,1130
20.0,3.9,Sunny,Jam ,0.0,1.0,No ,54,8790.360138254624,1240
26.0,4.9,Stormy,Jam ,2.0,1.0,No ,22,19364.27479298585,1305
34.0,4.6,Sandstorms,Low ,2.0,0.0,No ,26,1572.533729286321,600
24.0,4.8,Sandstorms,High ,1.0,1.0,No ,10,1532.3350156090414,720
35.0,4.8,Cloudy,Jam ,2.0,1.0,No ,43,14022.476786450992,1225
31.0,4.7,Sunny,Jam ,2.0,0.0,No ,19,4537.5713501807095,1190
20.0,4.7,Sunny,Low ,0.0,1.0,No ,28,12108.74543093355,1350
32.0,4.0,Stormy,Low ,0.0,1.0,No ,31,1512.6165219141462,655
25.0,4.7,Sunny,Medium ,1.0,0.0,No ,19,4530.419436025598,1065
29.0,5.0,Sandstorms,Jam ,0.0,1.0,No ,20,4544.208221887868,1240
20.0,4.8,Sandstorms,Jam ,1.0,0.0,No ,14,7450.28584594647,1225
23.0,4.7,Fog,Jam ,0.0,1.0,No ,42,20851.771383105144,1260
33.0,5.0,Sunny,Medium ,1.0,1.0,No ,25,13612.34086526969,1060
24.0,4.8,Sunny,Jam ,2.0,0.0,No ,16,17138.02247711509,1275
25.0,4.8,Fog,Medium ,0.0,0.0,No ,22,9181.151801248025,1040
31.0,4.4,Cloudy,Low ,1.0,1.0,No ,37,19914.68696554519,1340
38.0,4.8,Sunny,Medium ,2.0,1.0,No ,17,6217.824017922212,1020
22.0,4.6,Sunny,Jam ,0.0,0.0,No ,15,16151.548344859339,1290
35.0,4.7,Sunny,Low ,2.0,1.0,No ,12,1520.4186010643505,600
34.0,3.8,Cloudy,Low ,1.0,1.0,No ,39,16720.582121841457,1335
20.0,4.8,Sunny,Low ,2.0,1.0,No ,28,13969.760212954796,1360
29.0,4.6,Cloudy,Low ,1.0,1.0,No ,16,1572.533729286321,500
20.0,3.5,Sunny,Jam ,0.0,3.0,Yes ,50,4544.264509631538,1315
30.0,4.2,Cloudy,Jam ,2.0,2.0,No ,49,12463.883024166656,1160
24.0,4.4,Sunny,Jam ,0.0,1.0,No ,49,4717.601092054723,1245
35.0,4.0,Fog,Jam ,1.0,1.0,No ,35,16476.109203499185,1295
28.0,4.8,Windy,Low ,1.0,1.0,No ,18,1558.1244322254743,575
22.0,5.0,Sunny,Jam ,2.0,0.0,No ,11,7562.817690072299,1235
23.0,4.8,Cloudy,Jam ,2.0,1.0,No ,33,10905.970180191665,1235
22.0,4.9,Fog,Low ,2.0,0.0,No ,16,3064.627592336888,515
34.0,4.6,Cloudy,Jam ,0.0,1.0,No ,29,9055.525276451308,1210
30.0,4.7,Fog,High ,0.0,1.0,No ,26,1512.5158890828318,675
20.0,4.8,Stormy,Medium ,0.0,1.0,No ,14,6058.876303739157,975
20.0,5.0,Windy,Jam ,0.0,1.0,No ,36,12161.61548161981,1235
39.0,4.6,Windy,Low ,1.0,1.0,No ,24,4395.007361329002,1380
27.0,4.7,Sandstorms,Low ,2.0,0.0,No ,11,3018.6634483528856,500
35.0,4.8,Stormy,Low ,2.0,0.0,No ,27,2979.633300639129,555
24.0,4.8,Windy,Jam ,1.0,1.0,No ,26,19915.58571344329,1195
25.0,4.9,Sunny,Medium ,0.0,0.0,No ,17,9059.783744525319,1095
28.0,4.8,Fog,Medium ,1.0,0.0,No ,14,6128.804224238059,995
33.0,4.6,Cloudy,Low ,1.0,0.0,No ,30,12237.791615217147,1370
30.0,4.9,Stormy,Jam ,0.0,1.0,No ,35,10865.882927764756,1275
31.0,4.9,Fog,Low ,0.0,1.0,No ,29,9314.862687658115,1420
31.0,4.8,Windy,Medium ,2.0,0.0,No ,21,13972.131143083212,1030
24.0,4.7,Windy,Low ,2.0,1.0,No ,16,3145.067434621583,640
39.0,4.6,Sunny,Medium ,1.0,1.0,No ,18,16610.926485281332,1105
37.0,4.5,Stormy,Low ,0.0,1.0,No ,24,8952.548604467738,1355
26.0,4.8,Fog,Medium ,0.0,1.0,No ,21,4469.620875558295,1115
35.0,4.4,Sandstorms,Medium ,2.0,1.0,No ,32,7546.670729116101,1110
29.0,4.8,Sandstorms,Low ,1.0,0.0,No ,14,1513.6457231088552,660
24.0,4.8,Sunny,Low ,1.0,1.0,No ,19,1532.2015943257513,655
25.0,4.9,Sandstorms,Medium ,2.0,1.0,No ,27,19362.698667934703,1065
20.0,4.5,Sandstorms,High ,0.0,1.0,No ,21,6127.106344248052,800
29.0,5.0,Sunny,Low ,1.0,0.0,No ,21,1509.2307910796249,620
37.0,4.8,Stormy,Low ,1.0,1.0,No ,27,3018.8412586288923,540
30.0,4.8,Sandstorms,Low ,2.0,1.0,No ,28,1513.5833475075772,620
23.0,5.0,Fog,Medium ,2.0,0.0,No ,34,14021.84017066065,1040
36.0,4.5,Windy,Low ,1.0,1.0,No ,18,10254.74683046606,1330
39.0,4.5,Fog,Low ,2.0,0.0,No ,37,13830.016226508707,0
28.0,4.9,Windy,Medium ,0.0,1.0,No ,13,7763.197145328888,1065
32.0,4.8,Fog,Low ,2.0,1.0,No ,18,1530.2997807730146,535
38.0,4.9,Sandstorms,Medium ,1.0,1.0,No ,31,9220.449825751995,1120
32.0,4.7,Sandstorms,Medium ,2.0,1.0,No ,24,14152.80068944862,1095
35.0,4.8,Fog,Jam ,2.0,1.0,No ,42,20205.786629218008,1195
33.0,4.8,Sunny,Low ,0.0,1.0,No ,21,9081.488351333997,1340
27.0,4.9,Sandstorms,Jam ,0.0,1.0,No ,32,19976.712110350487,1255
28.0,4.9,Sandstorms,Jam ,2.0,1.0,No ,17,10587.929946825927,1200
27.0,4.6,Cloudy,Medium ,0.0,1.0,No ,22,6210.0304771350875,950
23.0,5.0,Windy,Jam ,2.0,1.0,No ,27,10867.908640310417,1315
37.0,4.2,Stormy,Jam ,2.0,1.0,No ,37,12463.88811675775,1320
36.0,4.9,Sunny,Medium ,0.0,1.0,No ,24,9313.705947300656,1115
32.0,4.9,Fog,Jam ,1.0,1.0,No ,47,12580.267822400963,1315
38.0,4.8,Sunny,Low ,2.0,1.0,No ,17,9056.109430302038,1390
38.0,4.8,Cloudy,Jam ,0.0,0.0,No ,27,9175.193844437827,1225
27.0,5.0,Cloudy,Low ,2.0,1.0,No ,16,7862.668167410368,1435
31.0,4.4,Stormy,Jam ,0.0,1.0,Yes ,53,10756.273454297123,1175
21.0,4.2,Sandstorms,Low ,0.0,0.0,No ,16,3073.202406261182,600
23.0,4.9,Cloudy,Medium ,2.0,2.0,No ,36,10721.987300671117,1105
36.0,4.8,Sunny,Jam ,1.0,1.0,No ,15,12074.047498027576,1250
34.0,4.7,Fog,High ,0.0,1.0,No ,26,6210.607623190057,765
20.0,4.9,Windy,Low ,0.0,1.0,No ,15,12465.19913944678,1335
25.0,4.1,Windy,Low ,0.0,1.0,No ,28,9348.114492434786,1330
36.0,4.6,Sunny,Jam ,0.0,1.0,No ,30,12099.096916817198,1270
27.0,4.7,Fog,Low ,0.0,1.0,No ,20,12419.572625827144,1370
35.0,4.1,Stormy,Low ,0.0,1.0,No ,32,3052.7377197541205,615
31.0,4.8,Stormy,High ,1.0,1.0,No ,26,6218.076509100711,880
33.0,4.8,Stormy,Low ,2.0,1.0,No ,22,17297.86575291325,1410
23.0,5.0,Cloudy,Jam ,2.0,1.0,No ,44,16385.802266862793,1260
